Survived,Pclass,SibSp,Parch,FamilySize,isAlone,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,hasCabin,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,FareCategory_Cheap,FareCategory_Medium,FareCategory_Expensive,FareCategory_Luxury,AgeGroup_Child,AgeGroup_Teen,AgeGroup_Young Adult,AgeGroup_Adult,AgeGroup_Senior
1,1,1,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,2,1,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,0,1,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,2,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,2,1,2,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,3,5,2,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,3,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,3,3,2,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1,2,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,3,4,2,7,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,3,2,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,5,2,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,3,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,2,0,2,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1,3,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,3,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,2,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,3,3,0,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,3,1,3,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1,3,2,6,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,3,1,2,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,0,1,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,2,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,2,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,3,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,0,1,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,2,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,3,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,3,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,3,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,3,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,0,1,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,3,4,2,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,2,2,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,2,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,2,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,1,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,3,1,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,3,1,1,3,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,3,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,3,1,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,2,1,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,2,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,1,0,2,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,3,0,2,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,3,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,3,1,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,2,1,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,3,2,2,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,2,0,2,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,1,1,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,3,0,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,3,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,8,2,11,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,3,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,2,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,3,4,1,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1,3,0,2,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1,1,0,1,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,3,1,4,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,4,1,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1,3,1,1,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,3,1,1,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,3,3,1,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,3,8,2,11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,2,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,3,4,2,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1,2,2,1,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1,3,0,2,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,3,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,3,1,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,2,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,3,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,2,1,1,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,3,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,3,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,3,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,2,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,8,2,11,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,3,0,1,2,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,3,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,3,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,2,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,1,1,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,3,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,2,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,1,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,3,3,1,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,1,1,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,3,4,2,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,2,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,2,0,2,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,3,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,2,0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,3,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,2,0,2,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,1,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,2,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,3,1,1,3,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,3,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,3,0,2,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,3,0,2,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,2,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,3,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
