,is_canceled,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,total_length_of_stay,booking_value,total_pax,room_type_changes,has_agent,has_company,country_region_Domestic,country_region_Europe,country_region_International,hotel_City Hotel,hotel_Resort Hotel,meal_BB,meal_FB,meal_HB,meal_SC,meal_Undefined,market_segment_Aviation,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,market_segment_Undefined,distribution_channel_Corporate,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,distribution_channel_Undefined,deposit_type_No Deposit,deposit_type_Non Refund,deposit_type_Refundable,customer_type_Contract,customer_type_Group,customer_type_Transient,customer_type_Transient-Party
40,0,16,2015,27,2,2,3,2,0.0,0,0,0,0,0,0,123.0,0,0,5,615.0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
41,0,107,2015,27,2,2,5,2,0.0,0,0,0,0,0,0,110.7,0,2,7,774.9,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
42,1,47,2015,27,2,2,5,2,2.0,0,0,0,0,0,0,153.0,0,0,7,1071.0,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
43,0,96,2015,27,2,2,5,2,0.0,0,0,0,0,0,0,58.95,0,1,7,412.65,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
44,0,113,2015,27,2,2,5,2,0.0,0,0,0,0,0,0,82.88,0,2,7,580.16,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
45,0,90,2015,27,2,2,5,2,0.0,0,0,0,0,1,0,82.35,0,0,7,576.4499999999999,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
46,0,50,2015,27,2,2,5,2,0.0,0,0,0,0,1,0,119.35,0,1,7,835.4499999999999,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
47,0,113,2015,27,2,2,5,2,0.0,0,0,0,0,0,0,67.58,0,2,7,473.06,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
48,0,93,2015,27,2,3,8,2,0.0,0,0,0,0,0,0,56.01,0,0,11,616.11,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
49,0,76,2015,27,2,4,10,2,0.0,0,0,0,0,0,0,110.7,0,0,14,1549.8,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
50,0,3,2015,27,2,0,1,2,0.0,0,0,0,0,0,0,88.2,1,0,1,88.2,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
51,0,1,2015,27,2,0,1,2,0.0,0,0,0,0,0,0,147.0,1,0,1,147.0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
52,0,1,2015,27,2,0,1,2,2.0,0,0,0,0,0,0,107.0,1,2,1,107.0,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
53,0,0,2015,27,2,0,1,2,0.0,0,0,0,0,0,0,147.0,0,0,1,147.0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
54,0,0,2015,27,2,0,1,2,0.0,0,0,0,0,0,0,117.9,0,2,1,117.9,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
55,0,0,2015,27,2,0,1,2,0.0,0,0,0,0,0,0,123.0,0,0,1,123.0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
56,0,14,2015,27,2,0,2,2,0.0,0,0,0,0,0,0,98.0,0,1,2,196.0,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
57,0,10,2015,27,2,0,2,2,0.0,0,0,0,0,0,0,117.81,0,0,2,235.62,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
58,0,5,2015,27,2,0,2,2,0.0,0,0,0,0,0,0,135.0,1,2,2,270.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
59,0,17,2015,27,2,0,3,2,0.0,0,0,0,0,0,0,133.0,0,1,3,399.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
60,0,93,2015,27,2,0,3,2,0.0,0,0,0,0,0,0,58.95,0,0,3,176.85000000000002,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
61,1,3,2015,27,2,0,3,2,0.0,0,0,0,0,0,0,136.33,0,2,3,408.99,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
62,0,10,2015,27,3,0,2,2,2.0,0,0,0,0,0,0,153.0,1,0,2,306.0,4,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
63,0,3,2015,27,3,0,2,2,0.0,0,0,0,0,0,0,110.5,0,0,2,221.0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
64,0,51,2015,27,3,0,2,2,0.0,0,0,0,0,0,0,97.0,0,0,2,194.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
65,1,71,2015,27,3,0,2,3,0.0,0,0,0,0,0,0,110.3,0,2,2,220.6,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
66,1,63,2015,27,3,0,2,2,0.0,0,0,0,0,0,0,82.0,0,2,2,164.0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
67,1,62,2015,27,3,0,2,2,0.0,0,0,0,0,0,0,97.0,0,1,2,194.0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
68,1,101,2015,27,3,0,2,2,0.0,0,0,0,0,0,0,73.8,0,1,2,147.6,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
69,0,2,2015,27,3,0,2,2,0.0,0,0,0,0,0,0,91.5,0,0,2,183.0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
70,0,15,2015,27,3,0,2,2,0.0,0,0,0,0,0,0,114.5,0,0,2,229.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
71,1,51,2015,27,3,0,2,3,0.0,0,0,0,0,0,0,110.3,0,0,2,220.6,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
72,0,3,2015,27,3,1,2,2,0.0,0,0,0,0,0,0,90.9,1,0,3,272.70000000000005,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
73,1,48,2015,27,3,1,2,2,0.0,0,0,0,0,0,0,123.0,0,0,3,369.0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
74,0,2,2015,27,3,2,2,1,0.0,0,0,0,0,0,0,122.0,0,0,4,488.0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
75,0,72,2015,27,3,2,2,2,0.0,0,0,0,0,0,0,110.7,1,0,4,442.8,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
76,0,81,2015,27,3,2,6,3,0.0,0,0,0,0,0,0,85.86,0,0,8,686.88,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
77,0,99,2015,27,3,2,7,2,0.0,0,0,0,0,0,0,58.95,0,0,9,530.5500000000001,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
78,1,368,2015,27,3,3,7,2,0.0,0,0,0,0,0,0,55.68,0,0,10,556.8,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
79,0,364,2015,27,3,3,7,2,0.0,0,0,0,0,0,0,55.68,0,0,10,556.8,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
80,1,81,2015,27,3,3,7,2,0.0,0,0,0,0,2,0,124.0,0,1,10,1240.0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
81,0,99,2015,27,3,3,7,2,0.0,0,0,0,0,0,0,111.15,0,0,10,1111.5,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
82,0,324,2015,27,3,4,10,2,0.0,0,0,0,0,0,0,134.73,0,0,14,1886.22,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
83,0,69,2015,27,3,4,10,2,0.0,0,0,0,0,1,0,92.45,0,1,14,1294.3,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
84,1,79,2015,27,3,6,15,2,1.0,0,0,0,0,0,0,108.73,0,2,21,2283.33,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
85,0,12,2015,27,3,0,1,2,0.0,0,0,0,0,0,0,73.8,0,0,1,73.8,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
86,0,9,2015,27,3,0,1,2,0.0,0,0,0,0,0,0,98.0,1,2,1,98.0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
87,0,1,2015,27,3,0,1,2,0.0,0,0,0,0,0,0,131.0,0,1,1,131.0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
88,0,21,2015,27,3,0,1,2,0.0,0,0,0,0,0,0,123.0,0,0,1,123.0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
89,0,9,2015,27,3,0,1,2,0.0,0,0,0,0,0,0,94.71,0,0,1,94.71,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
90,0,109,2015,27,3,0,1,2,0.0,0,0,0,0,0,0,123.0,0,2,1,123.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
91,1,109,2015,27,3,0,2,2,0.0,0,0,0,0,0,0,123.0,0,1,2,246.0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
92,1,72,2015,27,3,0,2,2,0.0,0,0,0,0,0,0,73.8,0,1,2,147.6,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
93,1,63,2015,27,3,2,5,2,0.0,0,0,0,0,0,0,117.0,0,1,7,819.0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
94,0,63,2015,27,3,2,5,3,0.0,0,0,0,0,0,0,196.54,0,1,7,1375.78,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
95,0,101,2015,27,3,2,5,2,1.0,0,0,0,0,0,0,99.3,1,2,7,695.1,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
96,0,102,2015,27,3,2,5,2,0.0,0,0,0,0,0,0,90.95,0,0,7,636.65,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
97,0,4,2015,27,4,2,1,2,0.0,0,0,0,0,0,0,92.67,0,1,3,278.01,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
98,0,98,2015,27,4,2,1,2,0.0,0,0,0,0,0,0,71.55,1,0,3,214.65,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
99,0,92,2015,27,4,2,4,1,2.0,0,0,0,0,0,0,96.49,0,2,6,578.9399999999999,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
100,0,95,2015,27,4,2,4,2,0.0,0,0,0,0,0,0,85.8,1,2,6,514.8,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
101,0,102,2015,27,4,2,5,2,0.0,0,0,0,0,0,0,96.3,0,1,7,674.1,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
102,1,26,2015,27,4,2,5,2,2.0,0,0,0,0,0,0,163.0,0,0,7,1141.0,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
103,1,73,2015,27,4,2,5,3,0.0,0,0,0,0,0,0,172.0,0,1,7,1204.0,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
104,1,102,2015,27,4,2,5,2,0.0,0,0,0,0,0,0,110.7,0,1,7,774.9,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
105,0,115,2015,27,4,2,5,2,0.0,0,0,0,0,0,0,58.95,0,1,7,412.65,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
106,0,102,2015,27,4,2,5,2,0.0,1,0,0,0,0,0,73.8,0,2,7,516.6,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
107,0,86,2015,27,4,2,5,2,0.0,0,0,0,0,0,0,97.0,0,2,7,679.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
108,0,78,2015,27,4,2,5,2,0.0,1,0,0,0,0,0,139.0,0,2,7,973.0,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
109,0,52,2015,27,4,2,5,2,0.0,0,0,0,0,0,0,67.24,0,0,7,470.6799999999999,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
110,0,29,2015,27,4,2,6,3,0.0,0,0,0,0,0,0,116.5,0,1,8,932.0,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
